ref_code,sexo,edad_meses,edad_dias,medida_cm,l,m,s,stdev,sd5neg,sd4neg,sd3neg,sd2neg,sd1neg,sd0,sd1,sd2,sd3,sd4,source_file
HFA,M,133,,,1,143.5795,0.04709,6.7612,109.774,116.535,123.296,130.057,136.818,143.58,150.341,157.102,163.863,170.624,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,134,,,1,144.0511,0.04714,6.7906,110.098,116.889,123.679,130.47,137.261,144.051,150.842,157.632,164.423,171.213,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,135,,,1,144.5276,0.04719,6.8203,110.426,117.247,124.067,130.887,137.707,144.528,151.348,158.168,164.988,171.809,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,136,,,1,145.0093,0.04723,6.8488,110.765,117.614,124.463,131.312,138.161,145.009,151.858,158.707,165.556,172.404,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,137,,,1,145.4964,0.04728,6.8791,111.101,117.98,124.859,131.738,138.617,145.496,152.375,159.255,166.134,173.013,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,138,,,1,145.9891,0.04732,6.9082,111.448,118.356,125.264,132.173,139.081,145.989,152.897,159.806,166.714,173.622,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,139,,,1,146.4878,0.04736,6.9377,111.799,118.737,125.675,132.612,139.55,146.488,153.425,160.363,167.301,174.238,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,140,,,1,146.9927,0.0474,6.9675,112.155,119.123,126.09,133.058,140.025,146.993,153.96,160.928,167.895,174.863,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,141,,,1,147.5041,0.04744,6.9976,112.516,119.514,126.511,133.509,140.507,147.504,154.502,161.499,168.497,175.494,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,142,,,1,148.0224,0.04747,7.0266,112.889,119.916,126.943,133.969,140.996,148.022,155.049,162.076,169.102,176.129,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,143,,,1,148.5478,0.0475,7.056,113.268,120.324,127.38,134.436,141.492,148.548,155.604,162.66,169.716,176.772,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,144,,,1,149.0807,0.04753,7.0858,113.652,120.737,127.823,134.909,141.995,149.081,156.167,163.252,170.338,177.424,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,145,,,1,149.6212,0.04755,7.1145,114.049,121.163,128.278,135.392,142.507,149.621,156.736,163.85,170.965,178.079,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,146,,,1,150.1694,0.04758,7.1451,114.444,121.589,128.734,135.879,143.024,150.169,157.314,164.46,171.605,178.75,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,147,,,1,150.7256,0.04759,7.173,114.86,122.033,129.207,136.38,143.553,150.726,157.899,165.072,172.245,179.418,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,148,,,1,151.2899,0.04761,7.2029,115.275,122.478,129.681,136.884,144.087,151.29,158.493,165.696,172.899,180.102,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,149,,,1,151.8623,0.04762,7.2317,115.704,122.936,130.167,137.399,144.631,151.862,159.094,166.326,173.557,180.789,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,150,,,1,152.4425,0.04763,7.2608,116.138,123.399,130.66,137.921,145.182,152.442,159.703,166.964,174.225,181.486,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,151,,,1,153.0298,0.04763,7.2888,116.586,123.875,131.163,138.452,145.741,153.03,160.319,167.607,174.896,182.185,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,152,,,1,153.6234,0.04764,7.3186,117.03,124.349,131.668,138.986,146.305,153.623,160.942,168.261,175.579,182.898,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,153,,,1,154.2223,0.04763,7.3456,117.494,124.84,132.185,139.531,146.877,154.222,161.568,168.914,176.259,183.605,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,154,,,1,154.8258,0.04763,7.3744,117.954,125.328,132.703,140.077,147.451,154.826,162.2,169.575,176.949,184.323,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,155,,,1,155.4329,0.04762,7.4017,118.424,125.826,133.228,140.629,148.031,155.433,162.835,170.236,177.638,185.04,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,156,,,1,156.0426,0.0476,7.4276,118.904,126.332,133.76,141.187,148.615,156.043,163.47,170.898,178.325,185.753,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,157,,,1,156.6539,0.04758,7.4536,119.386,126.84,134.293,141.747,149.2,156.654,164.107,171.561,179.015,186.468,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,158,,,1,157.266,0.04756,7.4796,119.868,127.348,134.827,142.307,149.786,157.266,164.746,172.225,179.705,187.184,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,159,,,1,157.8775,0.04754,7.5055,120.35,127.856,135.361,142.867,150.372,157.878,165.383,172.888,180.394,187.899,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,160,,,1,158.4871,0.04751,7.5297,120.838,128.368,135.898,143.428,150.957,158.487,166.017,173.547,181.076,188.606,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,161,,,1,159.0937,0.04747,7.5522,121.333,128.885,136.437,143.989,151.542,159.094,166.646,174.198,181.75,189.302,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,162,,,1,159.6962,0.04744,7.576,121.816,129.392,136.968,144.544,152.12,159.696,167.272,174.848,182.424,190,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,163,,,1,160.2939,0.0474,7.5979,122.304,129.902,137.5,145.098,152.696,160.294,167.892,175.49,183.088,190.686,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,164,,,1,160.8861,0.04735,7.618,122.796,130.414,138.032,145.65,153.268,160.886,168.504,176.122,183.74,191.358,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,165,,,1,161.472,0.0473,7.6376,123.284,130.921,138.559,146.197,153.834,161.472,169.11,176.747,184.385,192.023,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,166,,,1,162.0505,0.04725,7.6569,123.766,131.423,139.08,146.737,154.394,162.05,169.707,177.364,185.021,192.678,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,167,,,1,162.6207,0.0472,7.6757,124.242,131.918,139.594,147.269,154.945,162.621,170.296,177.972,185.648,193.323,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,168,,,1,163.1816,0.04714,7.6924,124.72,132.412,140.104,147.797,155.489,163.182,170.874,178.566,186.259,193.951,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,169,,,1,163.7321,0.04707,7.7069,125.198,132.905,140.611,148.318,156.025,163.732,171.439,179.146,186.853,194.56,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,170,,,1,164.2717,0.04701,7.7224,125.66,133.382,141.104,148.827,156.549,164.272,171.994,179.717,187.439,195.161,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,171,,,1,164.7994,0.04694,7.7357,126.121,133.857,141.592,149.328,157.064,164.799,172.535,180.271,188.006,195.742,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,172,,,1,165.3145,0.04687,7.7483,126.573,134.321,142.07,149.818,157.566,165.314,173.063,180.811,188.559,196.308,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,173,,,1,165.8165,0.04679,7.7586,127.024,134.782,142.541,150.299,158.058,165.816,173.575,181.334,189.092,196.851,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,174,,,1,166.305,0.04671,7.7681,127.464,135.233,143.001,150.769,158.537,166.305,174.073,181.841,189.609,197.377,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,175,,,1,166.7799,0.04663,7.7769,127.895,135.672,143.449,151.226,159.003,166.78,174.557,182.334,190.111,197.888,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,176,,,1,167.2415,0.04655,7.7851,128.316,136.101,143.886,151.671,159.456,167.242,175.027,182.812,190.597,198.382,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,177,,,1,167.6899,0.04646,7.7909,128.736,136.526,144.317,152.108,159.899,167.69,175.481,183.272,191.063,198.853,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,178,,,1,168.1255,0.04637,7.796,129.146,136.942,144.738,152.534,160.33,168.126,175.921,183.717,191.513,199.309,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,179,,,1,168.5482,0.04628,7.8004,129.546,137.347,145.147,152.947,160.748,168.548,176.349,184.149,191.949,199.75,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,180,,,1,168.958,0.04619,7.8042,129.937,137.741,145.545,153.35,161.154,168.958,176.762,184.566,192.371,200.175,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,181,,,1,169.3549,0.04609,7.8056,130.327,138.133,145.938,153.744,161.549,169.355,177.16,184.966,192.772,200.577,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,182,,,1,169.7389,0.04599,7.8063,130.707,138.514,146.32,154.126,161.933,169.739,177.545,185.351,193.158,200.964,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,183,,,1,170.1099,0.04589,7.8063,131.078,138.885,146.691,154.497,162.304,170.11,177.916,185.723,193.529,201.335,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,184,,,1,170.468,0.04579,7.8057,131.439,139.245,147.051,154.857,162.662,170.468,178.274,186.079,193.885,201.691,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,185,,,1,170.8136,0.04569,7.8045,131.791,139.596,147.4,155.205,163.009,170.814,178.618,186.423,194.227,202.031,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,186,,,1,171.1468,0.04559,7.8026,132.134,139.936,147.739,155.542,163.344,171.147,178.949,186.752,194.555,202.357,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,187,,,1,171.468,0.04548,7.7984,132.476,140.275,148.073,155.871,163.67,171.468,179.266,187.065,194.863,202.661,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,188,,,1,171.7773,0.04538,7.7953,132.801,140.596,148.392,156.187,163.982,171.777,179.573,187.368,195.163,202.958,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,189,,,1,172.0748,0.04527,7.7898,133.126,140.915,148.705,156.495,164.285,172.075,179.865,187.654,195.444,203.234,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,190,,,1,172.3606,0.04516,7.7838,133.442,141.225,149.009,156.793,164.577,172.361,180.144,187.928,195.712,203.496,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,191,,,1,172.6345,0.04506,7.7789,133.74,141.519,149.298,157.077,164.856,172.634,180.413,188.192,195.971,203.75,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,192,,,1,172.8967,0.04495,7.7717,134.038,141.81,149.582,157.353,165.125,172.897,180.668,188.44,196.212,203.984,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,193,,,1,173.147,0.04484,7.7639,134.327,142.091,149.855,157.619,165.383,173.147,180.911,188.675,196.439,204.203,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,194,,,1,173.3856,0.04473,7.7555,134.608,142.363,150.119,157.875,165.63,173.386,181.141,188.897,196.652,204.408,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,195,,,1,173.6126,0.04462,7.7466,134.88,142.626,150.373,158.119,165.866,173.613,181.359,189.106,196.852,204.599,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,196,,,1,173.828,0.04451,7.7371,135.143,142.88,150.617,158.354,166.091,173.828,181.565,189.302,197.039,204.776,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,197,,,1,174.0321,0.0444,7.727,135.397,143.124,150.851,158.578,166.305,174.032,181.759,189.486,197.213,204.94,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,198,,,1,174.2251,0.04429,7.7164,135.643,143.359,151.076,158.792,166.509,174.225,181.942,189.658,197.374,205.091,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,199,,,1,174.4071,0.04418,7.7053,135.881,143.586,151.291,158.996,166.702,174.407,182.112,189.818,197.523,205.228,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,200,,,1,174.5784,0.04407,7.6937,136.11,143.804,151.497,159.191,166.885,174.578,182.272,189.966,197.659,205.353,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,201,,,1,174.7392,0.04396,7.6815,136.332,144.013,151.695,159.376,167.058,174.739,182.421,190.102,197.784,205.465,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,202,,,1,174.8896,0.04385,7.6689,136.545,144.214,151.883,159.552,167.221,174.89,182.559,190.227,197.896,205.565,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,203,,,1,175.0301,0.04375,7.6576,136.742,144.4,152.057,159.715,167.373,175.03,182.688,190.345,198.003,205.66,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,204,,,1,175.1609,0.04364,7.644,136.941,144.585,152.229,159.873,167.517,175.161,182.805,190.449,198.093,205.737,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,205,,,1,175.2824,0.04353,7.63,137.132,144.762,152.392,160.022,167.652,175.282,182.912,190.542,198.173,205.803,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,206,,,1,175.3951,0.04343,7.6174,137.308,144.925,152.543,160.16,167.778,175.395,183.013,190.63,198.247,205.865,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,207,,,1,175.4995,0.04332,7.6026,137.486,145.089,152.692,160.294,167.897,175.5,183.102,190.705,198.307,205.91,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,208,,,1,175.5959,0.04322,7.5893,137.65,145.239,152.828,160.417,168.007,175.596,183.185,190.774,198.364,205.953,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,209,,,1,175.685,0.04311,7.5738,137.816,145.39,152.964,160.537,168.111,175.685,183.259,190.833,198.406,205.98,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,210,,,1,175.7672,0.04301,7.5597,137.968,145.528,153.088,160.648,168.207,175.767,183.327,190.887,198.446,206.006,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,211,,,1,175.8432,0.04291,7.5454,138.116,145.661,153.207,160.752,168.298,175.843,183.389,190.934,198.479,206.025,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,212,,,1,175.9133,0.04281,7.5308,138.259,145.79,153.321,160.852,168.382,175.913,183.444,190.975,198.506,206.037,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,213,,,1,175.9781,0.04271,7.516,138.398,145.914,153.43,160.946,168.462,175.978,183.494,191.01,198.526,206.042,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,214,,,1,176.038,0.04261,7.501,138.533,146.034,153.535,161.036,168.537,176.038,183.539,191.04,198.541,206.042,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,215,,,1,176.0935,0.04251,7.4857,138.665,146.151,153.636,161.122,168.608,176.094,183.579,191.065,198.551,206.036,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,216,,,1,176.1449,0.04241,7.4703,138.793,146.264,153.734,161.204,168.675,176.145,183.615,191.086,198.556,206.026,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,217,,,1,176.1925,0.04232,7.4565,138.91,146.367,153.823,161.28,168.736,176.192,183.649,191.105,198.562,206.018,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,218,,,1,176.2368,0.04222,7.4407,139.033,146.474,153.915,161.355,168.796,176.237,183.678,191.118,198.559,206,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,219,,,1,176.2779,0.04213,7.4266,139.145,146.572,153.998,161.425,168.851,176.278,183.704,191.131,198.558,205.984,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,220,,,1,176.3162,0.04204,7.4123,139.255,146.667,154.079,161.492,168.904,176.316,183.729,191.141,198.553,205.966,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,221,,,1,176.3518,0.04195,7.398,139.362,146.76,154.158,161.556,168.954,176.352,183.75,191.148,198.546,205.944,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,222,,,1,176.3851,0.04185,7.3817,139.477,146.858,154.24,161.622,169.003,176.385,183.767,191.149,198.53,205.912,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,223,,,1,176.4162,0.04177,7.3689,139.572,146.941,154.309,161.678,169.047,176.416,183.785,191.154,198.523,205.892,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,224,,,1,176.4453,0.04168,7.3542,139.674,147.028,154.383,161.737,169.091,176.445,183.8,191.154,198.508,205.862,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,225,,,1,176.4724,0.04159,7.3395,139.775,147.114,154.454,161.793,169.133,176.472,183.812,191.151,198.491,205.83,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,226,,,1,176.4976,0.0415,7.3247,139.874,147.199,154.524,161.848,169.173,176.498,183.822,191.147,198.472,205.796,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,227,,,1,176.5211,0.04142,7.3115,139.964,147.275,154.587,161.898,169.21,176.521,183.833,191.144,198.456,205.767,hfa-boys-z-who-2007-exp (1).xlsx
HFA,M,228,,,1,176.5432,0.04134,7.2983,140.052,147.35,154.648,161.947,169.245,176.543,183.841,191.14,198.438,205.736,hfa-boys-z-who-2007-exp (1).xlsx
HFA,F,61,,,1,109.6016,0.04355,4.7731,85.736,90.509,95.282,100.055,104.828,109.602,114.375,119.148,123.921,128.694,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,62,,,1,110.1258,0.04364,4.8059,86.096,90.902,95.708,100.514,105.32,110.126,114.932,119.738,124.543,129.349,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,63,,,1,110.6451,0.04373,4.8385,86.453,91.291,96.13,100.968,105.807,110.645,115.484,120.322,125.161,129.999,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,64,,,1,111.1596,0.04382,4.871,86.805,91.676,96.547,101.418,106.289,111.16,116.031,120.902,125.773,130.644,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,65,,,1,111.6696,0.0439,4.9023,87.158,92.06,96.963,101.865,106.767,111.67,116.572,121.474,126.376,131.279,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,66,,,1,112.1753,0.04399,4.9346,87.502,92.437,97.372,102.306,107.241,112.175,117.11,122.044,126.979,131.914,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,67,,,1,112.6767,0.04407,4.9657,87.848,92.814,97.78,102.745,107.711,112.677,117.642,122.608,127.574,132.539,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,68,,,1,113.174,0.04415,4.9966,88.191,93.187,98.184,103.181,108.177,113.174,118.171,123.167,128.164,133.161,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,69,,,1,113.6672,0.04423,5.0275,88.53,93.557,98.585,103.612,108.64,113.667,118.695,123.722,128.75,133.777,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,70,,,1,114.1565,0.04431,5.0583,88.865,93.923,98.982,104.04,109.098,114.156,119.215,124.273,129.331,134.39,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,71,,,1,114.6421,0.04439,5.089,89.197,94.286,99.375,104.464,109.553,114.642,119.731,124.82,129.909,134.998,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,72,,,1,115.1244,0.04447,5.1196,89.526,94.646,99.766,104.885,110.005,115.124,120.244,125.364,130.483,135.603,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,73,,,1,115.6039,0.04454,5.149,89.859,95.008,100.157,105.306,110.455,115.604,120.753,125.902,131.051,136.2,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,74,,,1,116.0812,0.04461,5.1784,90.189,95.368,100.546,105.724,110.903,116.081,121.26,126.438,131.616,136.795,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,75,,,1,116.5568,0.04469,5.2089,90.512,95.721,100.93,106.139,111.348,116.557,121.766,126.975,132.184,137.392,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,76,,,1,117.0311,0.04475,5.2371,90.845,96.083,101.32,106.557,111.794,117.031,122.268,127.505,132.743,137.98,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,77,,,1,117.5044,0.04482,5.2665,91.172,96.438,101.705,106.971,112.238,117.504,122.771,128.037,133.304,138.571,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,78,,,1,117.9769,0.04489,5.296,91.497,96.793,102.089,107.385,112.681,117.977,123.273,128.569,133.865,139.161,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,79,,,1,118.4489,0.04495,5.3243,91.828,97.152,102.476,107.8,113.125,118.449,123.773,129.097,134.422,139.746,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,80,,,1,118.9208,0.04502,5.3538,92.152,97.506,102.859,108.213,113.567,118.921,124.275,129.628,134.982,140.336,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,81,,,1,119.3926,0.04508,5.3822,92.482,97.864,103.246,108.628,114.01,119.393,124.775,130.157,135.539,140.921,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,82,,,1,119.8648,0.04514,5.4107,92.811,98.222,103.633,109.043,114.454,119.865,125.275,130.686,136.097,141.508,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,83,,,1,120.3374,0.0452,5.4393,93.141,98.58,104.02,109.459,114.898,120.337,125.777,131.216,136.655,142.094,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,84,,,1,120.8105,0.04525,5.4667,93.477,98.944,104.41,109.877,115.344,120.81,126.277,131.744,137.211,142.677,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,85,,,1,121.2843,0.04531,5.4954,93.807,99.303,104.798,110.294,115.789,121.284,126.78,132.275,137.77,143.266,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,86,,,1,121.7587,0.04536,5.523,94.144,99.667,105.19,110.713,116.236,121.759,127.282,132.805,138.328,143.851,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,87,,,1,122.2338,0.04542,5.5519,94.475,100.026,105.578,111.13,116.682,122.234,127.786,133.338,138.889,144.441,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,88,,,1,122.7098,0.04547,5.5796,94.812,100.391,105.971,111.551,117.13,122.71,128.289,133.869,139.449,145.028,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,89,,,1,123.1868,0.04551,5.6062,95.156,100.762,106.368,111.974,117.581,123.187,128.793,134.399,140.005,145.612,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,90,,,1,123.6646,0.04556,5.6342,95.494,101.128,106.762,112.396,118.03,123.665,129.299,134.933,140.567,146.201,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,91,,,1,124.1435,0.04561,5.6622,95.833,101.495,107.157,112.819,118.481,124.144,129.806,135.468,141.13,146.792,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,92,,,1,124.6234,0.04565,5.6891,96.178,101.867,107.556,113.245,118.934,124.623,130.312,136.002,141.691,147.38,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,93,,,1,125.1045,0.04569,5.716,96.524,102.24,107.956,113.672,119.388,125.104,130.821,136.537,142.253,147.969,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,94,,,1,125.5869,0.04573,5.7431,96.871,102.615,108.358,114.101,119.844,125.587,131.33,137.073,142.816,148.559,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,95,,,1,126.0706,0.04577,5.7703,97.219,102.99,108.76,114.53,120.3,126.071,131.841,137.611,143.381,149.152,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,96,,,1,126.5558,0.04581,5.7975,97.568,103.366,109.163,114.961,120.758,126.556,132.353,138.151,143.948,149.746,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,97,,,1,127.0424,0.04585,5.8249,97.918,103.743,109.568,115.393,121.218,127.042,132.867,138.692,144.517,150.342,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,98,,,1,127.5304,0.04588,5.8511,98.275,104.126,109.977,115.828,121.679,127.53,133.381,139.233,145.084,150.935,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,99,,,1,128.0199,0.04591,5.8774,98.633,104.51,110.388,116.265,122.143,128.02,133.897,139.775,145.652,151.529,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,100,,,1,128.5109,0.04594,5.9038,98.992,104.896,110.8,116.703,122.607,128.511,134.415,140.318,146.222,152.126,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,101,,,1,129.0035,0.04597,5.9303,99.352,105.282,111.213,117.143,123.073,129.004,134.934,140.864,146.794,152.725,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,102,,,1,129.4975,0.046,5.9569,99.713,105.67,111.627,117.584,123.541,129.498,135.454,141.411,147.368,153.325,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,103,,,1,129.9932,0.04602,5.9823,100.082,106.064,112.046,118.029,124.011,129.993,135.975,141.958,147.94,153.922,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,104,,,1,130.4904,0.04604,6.0078,100.452,106.459,112.467,118.475,124.483,130.49,136.498,142.506,148.514,154.522,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,105,,,1,130.9891,0.04607,6.0347,100.816,106.85,112.885,118.92,124.954,130.989,137.024,143.058,149.093,155.128,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,106,,,1,131.4895,0.04608,6.059,101.194,107.253,113.312,119.371,125.43,131.49,137.549,143.608,149.667,155.726,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,107,,,1,131.9912,0.0461,6.0848,101.567,107.652,113.737,119.822,125.906,131.991,138.076,144.161,150.246,156.33,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,108,,,1,132.4944,0.04612,6.1106,101.941,108.052,114.162,120.273,126.384,132.494,138.605,144.716,150.826,156.937,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,109,,,1,132.9989,0.04613,6.1352,102.323,108.458,114.593,120.728,126.864,132.999,139.134,145.269,151.405,157.54,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,110,,,1,133.5046,0.04614,6.1599,102.705,108.865,115.025,121.185,127.345,133.505,139.665,145.824,151.984,158.144,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,111,,,1,134.0118,0.04615,6.1846,103.089,109.273,115.458,121.643,127.827,134.012,140.196,146.381,152.566,158.75,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,112,,,1,134.5202,0.04616,6.2095,103.473,109.682,115.892,122.101,128.311,134.52,140.73,146.939,153.149,159.358,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,113,,,1,135.0299,0.04616,6.233,103.865,110.098,116.331,122.564,128.797,135.03,141.263,147.496,153.729,159.962,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,114,,,1,135.541,0.04617,6.2579,104.251,110.509,116.767,123.025,129.283,135.541,141.799,148.057,154.315,160.573,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,115,,,1,136.0533,0.04617,6.2816,104.645,110.927,117.209,123.49,129.772,136.053,142.335,148.616,154.898,161.18,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,116,,,1,136.567,0.04616,6.3039,105.047,111.351,117.655,123.959,130.263,136.567,142.871,149.175,155.479,161.783,hfa-girls-z-who-2007-exp (1).xlsx
HFA,F,117,,,1,137.0821,0.04616,6.3277,105.444,111.771,118.099,124.427,130.754,137.082,143.41,149.738,156.065,162.393,hfa-girls-z-who-2007-exp (1).xlsx
