ref_code,sexo,edad_meses,edad_dias,medida_cm,l,m,s,stdev,sd5neg,sd4neg,sd3neg,sd2neg,sd1neg,sd0,sd1,sd2,sd3,sd4,source_file
LHFA,M,,1781,,1,109.1504,0.04196,,,90.831,95.411,99.99,104.57,109.15,113.73,118.31,122.89,127.47,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1782,,1,109.1684,0.04196,,,90.846,95.426,100.007,104.588,109.168,113.749,118.33,122.911,127.491,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1783,,1,109.1864,0.04197,,,90.856,95.439,100.021,104.604,109.186,113.769,118.352,122.934,127.517,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1784,,1,109.2044,0.04197,,,90.871,95.454,100.038,104.621,109.204,113.788,118.371,122.954,127.538,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1785,,1,109.2224,0.04198,,,90.882,95.467,100.052,104.637,109.222,113.808,118.393,122.978,127.563,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1786,,1,109.2404,0.04198,,,90.897,95.483,100.069,104.654,109.24,113.826,118.412,122.998,127.584,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1787,,1,109.2584,0.04198,,,90.912,95.498,100.085,104.672,109.258,113.845,118.432,123.018,127.605,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1788,,1,109.2764,0.04199,,,90.922,95.511,100.099,104.688,109.276,113.865,118.453,123.042,127.63,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1789,,1,109.2944,0.04199,,,90.937,95.527,100.116,104.705,109.294,113.884,118.473,123.062,127.651,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1790,,1,109.3124,0.042,,,90.948,95.539,100.13,104.721,109.312,113.904,118.495,123.086,127.677,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1791,,1,109.3304,0.042,,,90.963,95.555,100.147,104.739,109.33,113.922,118.514,123.106,127.698,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1792,,1,109.3484,0.042,,,90.978,95.571,100.163,104.756,109.348,113.941,118.534,123.126,127.719,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1793,,1,109.3664,0.04201,,,90.988,95.583,100.177,104.772,109.366,113.961,118.555,123.15,127.744,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1794,,1,109.3843,0.04201,,,91.003,95.599,100.194,104.789,109.384,113.98,118.575,123.17,127.765,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1795,,1,109.4023,0.04202,,,91.014,95.611,100.208,104.805,109.402,113.999,118.596,123.194,127.791,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1796,,1,109.4203,0.04202,,,91.029,95.627,100.225,104.822,109.42,114.018,118.616,123.214,127.812,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1797,,1,109.4383,0.04202,,,91.044,95.643,100.241,104.84,109.438,114.037,118.635,123.234,127.833,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1798,,1,109.4563,0.04203,,,91.055,95.655,100.255,104.856,109.456,114.057,118.657,123.258,127.858,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1799,,1,109.4743,0.04203,,,91.069,95.671,100.272,104.873,109.474,114.076,118.677,123.278,127.879,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1800,,1,109.4923,0.04204,,,91.08,95.683,100.286,104.889,109.492,114.095,118.698,123.301,127.905,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1801,,1,109.5102,0.04204,,,91.095,95.699,100.303,104.906,109.51,114.114,118.718,123.322,127.925,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1802,,1,109.5282,0.04204,,,91.11,95.715,100.319,104.924,109.528,114.133,118.737,123.342,127.946,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1803,,1,109.5462,0.04205,,,91.121,95.727,100.333,104.94,109.546,114.153,118.759,123.365,127.972,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1804,,1,109.5642,0.04205,,,91.136,95.743,100.35,104.957,109.564,114.171,118.779,123.386,127.993,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1805,,1,109.5822,0.04206,,,91.146,95.755,100.364,104.973,109.582,114.191,118.8,123.409,128.018,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1806,,1,109.6001,0.04206,,,91.161,95.771,100.381,104.99,109.6,114.21,118.82,123.429,128.039,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1807,,1,109.6181,0.04206,,,91.176,95.786,100.397,105.008,109.618,114.229,118.839,123.45,128.06,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1808,,1,109.6361,0.04207,,,91.187,95.799,100.411,105.024,109.636,114.248,118.861,123.473,128.086,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1809,,1,109.654,0.04207,,,91.201,95.815,100.428,105.041,109.654,114.267,118.88,123.493,128.107,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1810,,1,109.672,0.04208,,,91.212,95.827,100.442,105.057,109.672,114.287,118.902,123.517,128.132,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1811,,1,109.69,0.04208,,,91.227,95.843,100.458,105.074,109.69,114.306,118.922,123.537,128.153,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1812,,1,109.7079,0.04208,,,91.242,95.858,100.475,105.091,109.708,114.324,118.941,123.557,128.174,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1813,,1,109.7259,0.04209,,,91.252,95.871,100.489,105.108,109.726,114.344,118.963,123.581,128.199,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1814,,1,109.7439,0.04209,,,91.267,95.887,100.506,105.125,109.744,114.363,118.982,123.601,128.22,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1815,,1,109.7618,0.0421,,,91.278,95.899,100.52,105.141,109.762,114.383,119.004,123.625,128.246,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1816,,1,109.7798,0.0421,,,91.293,95.915,100.536,105.158,109.78,114.402,119.023,123.645,128.267,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1817,,1,109.7978,0.0421,,,91.308,95.93,100.553,105.175,109.798,114.42,119.043,123.665,128.288,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1818,,1,109.8157,0.04211,,,91.318,95.943,100.567,105.191,109.816,114.44,119.064,123.689,128.313,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1819,,1,109.8337,0.04211,,,91.333,95.958,100.584,105.209,109.834,114.459,119.084,123.709,128.334,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1820,,1,109.8516,0.04212,,,91.344,95.971,100.598,105.225,109.852,114.479,119.105,123.732,128.359,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1821,,1,109.8696,0.04212,,,91.359,95.986,100.614,105.242,109.87,114.497,119.125,123.753,128.38,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1822,,1,109.8875,0.04212,,,91.374,96.002,100.631,105.259,109.888,114.516,119.144,123.773,128.401,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1823,,1,109.9055,0.04213,,,91.384,96.015,100.645,105.275,109.906,114.536,119.166,123.796,128.427,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1824,,1,109.9234,0.04213,,,91.399,96.03,100.661,105.292,109.923,114.554,119.186,123.817,128.448,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1825,,1,109.9414,0.04214,,,91.41,96.043,100.676,105.308,109.941,114.574,119.207,123.84,128.473,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1826,,1,109.9593,0.04214,,,91.425,96.058,100.692,105.326,109.959,114.593,119.227,123.86,128.494,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1827,,1,109.9773,0.04214,,,91.44,96.074,100.708,105.343,109.977,114.612,119.246,123.881,128.515,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1828,,1,109.9952,0.04215,,,91.45,96.086,100.723,105.359,109.995,114.631,119.268,123.904,128.54,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1829,,1,110.0131,0.04215,,,91.465,96.102,100.739,105.376,110.013,114.65,119.287,123.924,128.561,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1830,,1,110.0311,0.04216,,,91.475,96.114,100.753,105.392,110.031,114.67,119.309,123.948,128.587,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1831,,1,110.049,0.04216,,,91.49,96.13,100.77,105.409,110.049,114.689,119.328,123.968,128.608,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1832,,1,110.0669,0.04216,,,91.505,96.146,100.786,105.426,110.067,114.707,119.348,123.988,128.629,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1833,,1,110.0849,0.04217,,,91.516,96.158,100.8,105.443,110.085,114.727,119.369,124.012,128.654,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1834,,1,110.1028,0.04217,,,91.531,96.174,100.817,105.46,110.103,114.746,119.389,124.032,128.675,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1835,,1,110.1207,0.04218,,,91.541,96.186,100.831,105.476,110.121,114.766,119.41,124.055,128.7,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1836,,1,110.1387,0.04218,,,91.556,96.202,100.847,105.493,110.139,114.784,119.43,124.076,128.721,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1837,,1,110.1566,0.04218,,,91.571,96.217,100.864,105.51,110.157,114.803,119.449,124.096,128.742,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1838,,1,110.1745,0.04219,,,91.581,96.23,100.878,105.526,110.174,114.823,119.471,124.119,128.768,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1839,,1,110.1924,0.04219,,,91.596,96.245,100.894,105.543,110.192,114.841,119.49,124.139,128.788,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1840,,1,110.2104,0.0422,,,91.607,96.258,100.909,105.56,110.21,114.861,119.512,124.163,128.814,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1841,,1,110.2283,0.0422,,,91.622,96.273,100.925,105.577,110.228,114.88,119.532,124.183,128.835,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1842,,1,110.2462,0.0422,,,91.637,96.289,100.941,105.594,110.246,114.899,119.551,124.203,128.856,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1843,,1,110.2641,0.04221,,,91.647,96.301,100.956,105.61,110.264,114.918,119.573,124.227,128.881,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1844,,1,110.282,0.04221,,,91.662,96.317,100.972,105.627,110.282,114.937,119.592,124.247,128.902,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1845,,1,110.3,0.04222,,,91.673,96.329,100.986,105.643,110.3,114.957,119.614,124.271,128.927,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1846,,1,110.3179,0.04222,,,91.687,96.345,101.003,105.66,110.318,114.976,119.633,124.291,128.948,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1847,,1,110.3358,0.04222,,,91.702,96.361,101.019,105.677,110.336,114.994,119.653,124.311,128.969,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1848,,1,110.3537,0.04223,,,91.713,96.373,101.033,105.693,110.354,115.014,119.674,124.334,128.995,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1849,,1,110.3716,0.04223,,,91.728,96.389,101.05,105.711,110.372,115.033,119.694,124.355,129.016,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1850,,1,110.3895,0.04223,,,91.743,96.404,101.066,105.728,110.39,115.051,119.713,124.375,129.036,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1851,,1,110.4074,0.04224,,,91.753,96.417,101.08,105.744,110.407,115.071,119.735,124.398,129.062,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1852,,1,110.4253,0.04224,,,91.768,96.432,101.097,105.761,110.425,115.09,119.754,124.418,129.083,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1853,,1,110.4432,0.04225,,,91.778,96.445,101.111,105.777,110.443,115.109,119.776,124.442,129.108,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1854,,1,110.4611,0.04225,,,91.793,96.46,101.127,105.794,110.461,115.128,119.795,124.462,129.129,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1855,,1,110.479,0.04225,,,91.808,96.476,101.144,105.811,110.479,115.147,119.814,124.482,129.15,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,M,,1856,,1,110.4969,0.04226,,,91.819,96.488,101.158,105.827,110.497,115.166,119.836,124.506,129.175,lhfa-boys-zscore-expanded-tables (1).xlsx
LHFA,F,,0,,1,49.1477,0.0379,,,41.697,43.56,45.422,47.285,49.148,51.01,52.873,54.736,56.598,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,1,,1,49.3166,0.03783,,,41.854,43.72,45.585,47.451,49.317,51.182,53.048,54.914,56.779,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,2,,1,49.4854,0.03776,,,42.011,43.88,45.748,47.617,49.485,51.354,53.223,55.091,56.96,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,3,,1,49.6543,0.0377,,,42.166,44.038,45.91,47.782,49.654,51.526,53.398,55.27,57.142,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,4,,1,49.8232,0.03763,,,42.324,44.199,46.074,47.948,49.823,51.698,53.573,55.448,57.323,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,5,,1,49.9921,0.03756,,,42.481,44.359,46.237,48.114,49.992,51.87,53.748,55.625,57.503,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,6,,1,50.1609,0.03749,,,42.639,44.519,46.4,48.28,50.161,52.041,53.922,55.802,57.683,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,7,,1,50.3298,0.03742,,,42.796,44.68,46.563,48.446,50.33,52.213,54.096,55.98,57.863,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,8,,1,50.4987,0.03735,,,42.954,44.84,46.726,48.613,50.499,52.385,54.271,56.157,58.043,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,9,,1,50.6676,0.03728,,,43.112,45.001,46.89,48.779,50.668,52.556,54.445,56.334,58.223,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,10,,1,50.8365,0.03722,,,43.268,45.16,47.052,48.944,50.836,52.729,54.621,56.513,58.405,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,11,,1,51.0053,0.03715,,,43.426,45.321,47.216,49.11,51.005,52.9,54.795,56.69,58.585,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,12,,1,51.1742,0.03708,,,43.584,45.482,47.379,49.277,51.174,53.072,54.969,56.867,58.764,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,13,,1,51.3431,0.03701,,,43.742,45.642,47.543,49.443,51.343,53.243,55.144,57.044,58.944,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,14,,1,51.512,0.03694,,,43.901,45.803,47.706,49.609,51.512,53.415,55.318,57.221,59.123,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,15,,1,51.651,0.0369,,,44.027,45.933,47.839,49.745,51.651,53.557,55.463,57.369,59.275,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,16,,1,51.7895,0.03687,,,44.152,46.061,47.971,49.88,51.79,53.699,55.608,57.518,59.427,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,17,,1,51.9272,0.03683,,,44.277,46.19,48.102,50.015,51.927,53.84,55.752,57.665,59.577,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,18,,1,52.0641,0.0368,,,44.4,46.316,48.232,50.148,52.064,53.98,55.896,57.812,59.728,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,19,,1,52.2002,0.03676,,,44.525,46.444,48.362,50.281,52.2,54.119,56.038,57.957,59.876,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,20,,1,52.3353,0.03673,,,44.646,46.568,48.491,50.413,52.335,54.258,56.18,58.102,60.024,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,21,,1,52.4695,0.03669,,,44.769,46.694,48.619,50.544,52.47,54.395,56.32,58.245,60.17,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,22,,1,52.6027,0.03666,,,44.889,46.817,48.746,50.674,52.603,54.531,56.46,58.388,60.316,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,23,,1,52.7349,0.03663,,,45.008,46.94,48.872,50.803,52.735,54.667,56.598,58.53,60.462,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,24,,1,52.8661,0.0366,,,45.127,47.061,48.996,50.931,52.866,54.801,56.736,58.671,60.606,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,25,,1,52.9963,0.03656,,,45.246,47.184,49.121,51.059,52.996,54.934,56.871,58.809,60.746,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,26,,1,53.1255,0.03653,,,45.363,47.303,49.244,51.185,53.126,55.066,57.007,58.948,60.888,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,27,,1,53.2537,0.0365,,,45.479,47.422,49.366,51.31,53.254,55.197,57.141,59.085,61.029,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,28,,1,53.3809,0.03647,,,45.594,47.54,49.487,51.434,53.381,55.328,57.275,59.221,61.168,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,29,,1,53.5072,0.03644,,,45.708,47.658,49.608,51.557,53.507,55.457,57.407,59.357,61.306,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,30,,1,53.6326,0.03641,,,45.822,47.774,49.727,51.68,53.633,55.585,57.538,59.491,61.444,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,31,,1,53.7571,0.03638,,,45.934,47.89,49.846,51.801,53.757,55.713,57.668,59.624,61.58,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,32,,1,53.8806,0.03636,,,46.044,48.003,49.962,51.922,53.881,55.84,57.799,59.758,61.717,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,33,,1,54.0031,0.03633,,,46.155,48.117,50.079,52.041,54.003,55.965,57.927,59.889,61.851,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,34,,1,54.1247,0.0363,,,46.266,48.231,50.195,52.16,54.125,56.089,58.054,60.019,61.984,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,35,,1,54.2454,0.03627,,,46.375,48.343,50.31,52.278,54.245,56.213,58.18,60.148,62.115,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,36,,1,54.3651,0.03625,,,46.482,48.453,50.424,52.394,54.365,56.336,58.307,60.277,62.248,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,37,,1,54.4839,0.03622,,,46.59,48.564,50.537,52.51,54.484,56.457,58.431,60.404,62.378,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,38,,1,54.6018,0.03619,,,46.698,48.674,50.65,52.626,54.602,56.578,58.554,60.53,62.506,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,39,,1,54.7187,0.03617,,,46.802,48.781,50.76,52.74,54.719,56.698,58.677,60.656,62.635,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,40,,1,54.8348,0.03614,,,46.908,48.89,50.871,52.853,54.835,56.817,58.798,60.78,62.762,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,41,,1,54.9499,0.03612,,,47.011,48.996,50.98,52.965,54.95,56.935,58.919,60.904,62.889,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,42,,1,55.0642,0.03609,,,47.115,49.102,51.09,53.077,55.064,57.051,59.039,61.026,63.013,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,43,,1,55.1777,0.03607,,,47.217,49.207,51.197,53.187,55.178,57.168,59.158,61.148,63.139,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,44,,1,55.2903,0.03604,,,47.32,49.312,51.305,53.298,55.29,57.283,59.276,61.268,63.261,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,45,,1,55.4021,0.03602,,,47.42,49.415,51.411,53.407,55.402,57.398,59.393,61.389,63.384,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,46,,1,55.513,0.036,,,47.519,49.518,51.516,53.515,55.513,57.511,59.51,61.508,63.507,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,47,,1,55.623,0.03597,,,47.62,49.621,51.621,53.622,55.623,57.624,59.625,61.625,63.626,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,48,,1,55.7322,0.03595,,,47.718,49.721,51.725,53.729,55.732,57.736,59.739,61.743,63.746,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,49,,1,55.8406,0.03593,,,47.815,49.822,51.828,53.834,55.841,57.847,59.853,61.86,63.866,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,50,,1,55.9482,0.03591,,,47.912,49.921,51.93,53.939,55.948,57.957,59.966,61.975,63.985,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,51,,1,56.0549,0.03588,,,48.01,50.021,52.032,54.044,56.055,58.066,60.077,62.089,64.1,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,52,,1,56.1609,0.03586,,,48.105,50.119,52.133,54.147,56.161,58.175,60.189,62.203,64.217,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,53,,1,56.266,0.03584,,,48.2,50.216,52.233,54.249,56.266,58.283,60.299,62.316,64.332,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,54,,1,56.3704,0.03582,,,48.294,50.313,52.332,54.351,56.37,58.39,60.409,62.428,64.447,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,55,,1,56.4739,0.0358,,,48.387,50.409,52.43,54.452,56.474,58.496,60.517,62.539,64.561,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,56,,1,56.5767,0.03578,,,48.479,50.504,52.528,54.552,56.577,58.601,60.625,62.65,64.674,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,57,,1,56.6788,0.03576,,,48.571,50.598,52.625,54.652,56.679,58.706,60.732,62.759,64.786,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,58,,1,56.78,0.03574,,,48.663,50.692,52.721,54.751,56.78,58.809,60.839,62.868,64.897,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,59,,1,56.8806,0.03572,,,48.753,50.785,52.817,54.849,56.881,58.912,60.944,62.976,65.008,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,60,,1,56.9805,0.0357,,,48.844,50.878,52.912,54.946,56.98,59.015,61.049,63.083,65.117,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,61,,1,57.0796,0.03568,,,48.933,50.97,53.006,55.043,57.08,59.116,61.153,63.189,65.226,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,62,,1,57.1782,0.03566,,,49.022,51.061,53.1,55.139,57.178,59.217,61.256,63.295,65.334,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,63,,1,57.2761,0.03564,,,49.111,51.152,53.193,55.235,57.276,59.317,61.359,63.4,65.441,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,64,,1,57.3733,0.03562,,,49.199,51.242,53.286,55.33,57.373,59.417,61.461,63.504,65.548,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,65,,1,57.4699,0.03561,,,49.284,51.33,53.377,55.423,57.47,59.516,61.563,63.609,65.656,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,66,,1,57.5659,0.03559,,,49.371,51.42,53.468,55.517,57.566,59.615,61.663,63.712,65.761,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,67,,1,57.6613,0.03557,,,49.457,51.508,53.559,55.61,57.661,59.712,61.763,63.814,65.865,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,68,,1,57.756,0.03555,,,49.543,51.596,53.65,55.703,57.756,59.809,61.862,63.916,65.969,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,69,,1,57.8501,0.03553,,,49.628,51.684,53.739,55.795,57.85,59.906,61.961,64.016,66.072,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,70,,1,57.9436,0.03552,,,49.711,51.769,53.827,55.885,57.944,60.002,62.06,64.118,66.176,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,71,,1,58.0365,0.0355,,,49.795,51.856,53.916,55.976,58.036,60.097,62.157,64.217,66.278,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,72,,1,58.1288,0.03548,,,49.879,51.942,54.004,56.066,58.129,60.191,62.254,64.316,66.378,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,73,,1,58.2206,0.03547,,,49.96,52.025,54.09,56.156,58.221,60.286,62.351,64.416,66.481,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,74,,1,58.3117,0.03545,,,50.043,52.11,54.177,56.245,58.312,60.379,62.446,64.513,66.58,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,75,,1,58.4022,0.03543,,,50.125,52.195,54.264,56.333,58.402,60.471,62.541,64.61,66.679,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,76,,1,58.4922,0.03542,,,50.205,52.277,54.349,56.42,58.492,60.564,62.636,64.708,66.779,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,77,,1,58.5816,0.0354,,,50.286,52.36,54.434,56.508,58.582,60.655,62.729,64.803,66.877,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,78,,1,58.6705,0.03539,,,50.365,52.441,54.518,56.594,58.67,60.747,62.823,64.9,66.976,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,79,,1,58.7588,0.03537,,,50.446,52.524,54.602,56.681,58.759,60.837,62.915,64.994,67.072,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,80,,1,58.8465,0.03536,,,50.523,52.604,54.685,56.766,58.846,60.927,63.008,65.089,67.17,lhfa-girls-zscore-expanded-tables (1).xlsx
LHFA,F,,81,,1,58.9337,0.03534,,,50.603,52.686,54.768,56.851,58.934,61.016,63.099,65.182,67.265,lhfa-girls-zscore-expanded-tables (1).xlsx
