id,punto_id,fuente_archivo,p01,p1,p3,p5,p10,p15,p25,p50,p75,p85,p90,p95,p97,p99,p999
11665,11665,hfa-girls-perc-who2007-exp(1).xlsx,101.996000,106.063000,108.435000,109.691000,111.626000,112.931000,114.858000,118.449000,122.040000,123.967000,125.272000,127.207000,128.463000,130.835000,134.902000
11666,11666,hfa-girls-perc-who2007-exp(1).xlsx,102.376000,106.466000,108.851000,110.115000,112.060000,113.372000,115.310000,118.921000,122.532000,124.470000,125.782000,127.727000,128.990000,131.376000,135.465000
11667,11667,hfa-girls-perc-who2007-exp(1).xlsx,102.760000,106.872000,109.270000,110.540000,112.495000,113.814000,115.762000,119.393000,123.023000,124.971000,126.290000,128.246000,129.515000,131.914000,136.025000
11668,11668,hfa-girls-perc-who2007-exp(1).xlsx,103.144000,107.278000,109.688000,110.965000,112.931000,114.257000,116.215000,119.865000,123.514000,125.473000,126.799000,128.765000,130.041000,132.452000,136.585000
11669,11669,hfa-girls-perc-who2007-exp(1).xlsx,103.529000,107.684000,110.107000,111.391000,113.367000,114.700000,116.669000,120.337000,124.006000,125.975000,127.308000,129.284000,130.568000,132.991000,137.146000
11670,11670,hfa-girls-perc-who2007-exp(1).xlsx,103.917000,108.093000,110.529000,111.819000,113.805000,115.145000,117.123000,120.810000,124.498000,126.476000,127.816000,129.802000,131.092000,133.528000,137.704000
11671,11671,hfa-girls-perc-who2007-exp(1).xlsx,104.302000,108.500000,110.949000,112.245000,114.242000,115.589000,117.578000,121.284000,124.991000,126.980000,128.327000,130.323000,131.620000,134.068000,138.266000
11672,11672,hfa-girls-perc-who2007-exp(1).xlsx,104.691000,108.910000,111.371000,112.674000,114.681000,116.035000,118.034000,121.759000,125.484000,127.483000,128.837000,130.843000,132.146000,134.607000,138.826000
11673,11673,hfa-girls-perc-who2007-exp(1).xlsx,105.077000,109.318000,111.792000,113.102000,115.119000,116.480000,118.489000,122.234000,125.978000,127.988000,129.349000,131.366000,132.676000,135.149000,139.390000
11674,11674,hfa-girls-perc-who2007-exp(1).xlsx,105.467000,109.730000,112.216000,113.532000,115.559000,116.927000,118.946000,122.710000,126.473000,128.493000,129.860000,131.887000,133.204000,135.690000,139.952000
11675,11675,hfa-girls-perc-who2007-exp(1).xlsx,105.862000,110.145000,112.643000,113.965000,116.002000,117.376000,119.405000,123.187000,126.968000,128.997000,130.371000,132.408000,133.731000,136.229000,140.511000
11676,11676,hfa-girls-perc-who2007-exp(1).xlsx,106.254000,110.558000,113.068000,114.397000,116.444000,117.825000,119.864000,123.665000,127.465000,129.504000,130.885000,132.932000,134.261000,136.772000,141.075000
11677,11677,hfa-girls-perc-who2007-exp(1).xlsx,106.646000,110.971000,113.494000,114.830000,116.887000,118.275000,120.324000,124.144000,127.963000,130.012000,131.400000,133.457000,134.793000,137.316000,141.641000
11678,11678,hfa-girls-perc-who2007-exp(1).xlsx,107.043000,111.389000,113.923000,115.266000,117.333000,118.727000,120.786000,124.623000,128.461000,130.520000,131.914000,133.981000,135.323000,137.858000,142.204000
11679,11679,hfa-girls-perc-who2007-exp(1).xlsx,107.441000,111.807000,114.354000,115.702000,117.779000,119.180000,121.249000,125.104000,128.960000,131.029000,132.430000,134.507000,135.855000,138.402000,142.768000
11680,11680,hfa-girls-perc-who2007-exp(1).xlsx,107.839000,112.226000,114.785000,116.140000,118.227000,119.635000,121.713000,125.587000,129.461000,131.539000,132.947000,135.033000,136.388000,138.947000,143.334000
11681,11681,hfa-girls-perc-who2007-exp(1).xlsx,108.239000,112.647000,115.218000,116.579000,118.676000,120.090000,122.179000,126.071000,129.963000,132.051000,133.465000,135.562000,136.923000,139.494000,143.902000
11682,11682,hfa-girls-perc-who2007-exp(1).xlsx,108.640000,113.069000,115.652000,117.020000,119.126000,120.547000,122.645000,126.556000,130.466000,132.565000,133.986000,136.092000,137.460000,140.043000,144.471000
11683,11683,hfa-girls-perc-who2007-exp(1).xlsx,109.042000,113.492000,116.087000,117.461000,119.577000,121.005000,123.114000,127.042000,130.971000,133.080000,134.507000,136.623000,137.998000,140.593000,145.043000
11684,11684,hfa-girls-perc-who2007-exp(1).xlsx,109.449000,113.919000,116.526000,117.906000,120.032000,121.466000,123.584000,127.530000,131.477000,133.595000,135.029000,137.155000,138.535000,141.142000,145.612000
11685,11685,hfa-girls-perc-who2007-exp(1).xlsx,109.857000,114.347000,116.966000,118.352000,120.488000,121.928000,124.056000,128.020000,131.984000,134.111000,135.552000,137.687000,139.074000,141.693000,146.182000
11686,11686,hfa-girls-perc-who2007-exp(1).xlsx,110.267000,114.777000,117.407000,118.800000,120.945000,122.392000,124.529000,128.511000,132.493000,134.630000,136.077000,138.222000,139.615000,142.245000,146.755000
11687,11687,hfa-girls-perc-who2007-exp(1).xlsx,110.678000,115.208000,117.850000,119.249000,121.404000,122.857000,125.004000,129.004000,133.003000,135.150000,136.603000,138.758000,140.157000,142.799000,147.329000
11688,11688,hfa-girls-perc-who2007-exp(1).xlsx,111.089000,115.640000,118.294000,119.699000,121.863000,123.324000,125.480000,129.498000,133.515000,135.671000,137.132000,139.296000,140.701000,143.355000,147.906000
11689,11689,hfa-girls-perc-who2007-exp(1).xlsx,111.507000,116.076000,118.742000,120.153000,122.327000,123.793000,125.958000,129.993000,134.028000,136.193000,137.660000,139.833000,141.245000,143.910000,148.480000
11690,11690,hfa-girls-perc-who2007-exp(1).xlsx,111.925000,116.514000,119.191000,120.608000,122.791000,124.264000,126.438000,130.490000,134.543000,136.717000,138.190000,140.372000,141.790000,144.467000,149.056000
11691,11691,hfa-girls-perc-who2007-exp(1).xlsx,112.341000,116.950000,119.639000,121.063000,123.255000,124.735000,126.919000,130.989000,135.059000,137.244000,138.723000,140.915000,142.339000,145.028000,149.638000
11692,11692,hfa-girls-perc-who2007-exp(1).xlsx,112.766000,117.394000,120.094000,121.523000,123.725000,125.210000,127.403000,131.490000,135.576000,137.769000,139.254000,141.456000,142.885000,145.585000,150.213000
11693,11693,hfa-girls-perc-who2007-exp(1).xlsx,113.188000,117.836000,120.547000,121.983000,124.193000,125.685000,127.887000,131.991000,136.095000,138.298000,139.789000,142.000000,143.435000,146.147000,150.795000
11694,11694,hfa-girls-perc-who2007-exp(1).xlsx,113.611000,118.279000,121.002000,122.443000,124.663000,126.161000,128.373000,132.494000,136.616000,138.828000,140.326000,142.546000,143.987000,146.710000,151.378000
11695,11695,hfa-girls-perc-who2007-exp(1).xlsx,114.040000,118.726000,121.460000,122.907000,125.136000,126.640000,128.861000,132.999000,137.137000,139.358000,140.862000,143.090000,144.538000,147.272000,151.958000
11696,11696,hfa-girls-perc-who2007-exp(1).xlsx,114.469000,119.175000,121.919000,123.372000,125.610000,127.120000,129.350000,133.505000,137.659000,139.889000,141.399000,143.637000,145.090000,147.835000,152.540000
11697,11697,hfa-girls-perc-who2007-exp(1).xlsx,114.900000,119.624000,122.380000,123.839000,126.086000,127.602000,129.840000,134.012000,138.183000,140.422000,141.938000,144.185000,145.644000,148.399000,153.124000
11698,11698,hfa-girls-perc-who2007-exp(1).xlsx,115.332000,120.075000,122.842000,124.307000,126.562000,128.085000,130.332000,134.520000,138.708000,140.956000,142.478000,144.734000,146.199000,148.966000,153.709000
11699,11699,hfa-girls-perc-who2007-exp(1).xlsx,115.769000,120.530000,123.307000,124.778000,127.042000,128.570000,130.826000,135.030000,139.234000,141.490000,143.018000,145.282000,146.753000,149.530000,154.291000
11700,11700,hfa-girls-perc-who2007-exp(1).xlsx,116.203000,120.983000,123.771000,125.248000,127.521000,129.055000,131.320000,135.541000,139.762000,142.027000,143.561000,145.834000,147.311000,150.099000,154.879000
11701,11701,hfa-girls-perc-who2007-exp(1).xlsx,116.642000,121.440000,124.239000,125.721000,128.003000,129.543000,131.816000,136.053000,140.290000,142.564000,144.103000,146.386000,147.868000,150.666000,155.465000
11702,11702,hfa-girls-perc-who2007-exp(1).xlsx,117.086000,121.902000,124.711000,126.198000,128.488000,130.033000,132.315000,136.567000,140.819000,143.101000,144.646000,146.936000,148.423000,151.232000,156.048000
11703,11703,hfa-girls-perc-who2007-exp(1).xlsx,117.528000,122.362000,125.181000,126.674000,128.973000,130.524000,132.814000,137.082000,141.350000,143.640000,145.191000,147.490000,148.983000,151.803000,156.636000
11704,11704,hfa-girls-perc-who2007-exp(1).xlsx,117.971000,122.823000,125.653000,127.151000,129.459000,131.016000,133.315000,137.599000,141.883000,144.182000,145.739000,148.046000,149.545000,152.375000,157.226000
11705,11705,hfa-girls-perc-who2007-exp(1).xlsx,118.419000,123.288000,126.128000,127.632000,129.948000,131.510000,133.817000,138.117000,142.416000,144.723000,146.285000,148.601000,150.105000,152.945000,157.814000
11706,11706,hfa-girls-perc-who2007-exp(1).xlsx,118.869000,123.755000,126.605000,128.115000,130.439000,132.007000,134.322000,138.636000,142.951000,145.266000,146.834000,149.158000,150.667000,153.517000,158.404000
11707,11707,hfa-girls-perc-who2007-exp(1).xlsx,119.325000,124.227000,127.087000,128.601000,130.933000,132.506000,134.829000,139.158000,143.486000,145.809000,147.382000,149.714000,151.228000,154.088000,158.990000
11708,11708,hfa-girls-perc-who2007-exp(1).xlsx,119.777000,124.697000,127.567000,129.086000,131.426000,133.005000,135.336000,139.680000,144.024000,146.356000,147.934000,150.274000,151.794000,154.664000,159.583000
11709,11709,hfa-girls-perc-who2007-exp(1).xlsx,120.236000,125.172000,128.051000,129.576000,131.923000,133.507000,135.846000,140.205000,144.563000,146.902000,148.486000,150.834000,152.359000,155.238000,160.174000
11710,11710,hfa-girls-perc-who2007-exp(1).xlsx,120.696000,125.648000,128.537000,130.067000,132.422000,134.012000,136.358000,140.731000,145.104000,147.451000,149.040000,151.396000,152.925000,155.814000,160.767000
11711,11711,hfa-girls-perc-who2007-exp(1).xlsx,121.157000,126.127000,129.025000,130.560000,132.923000,134.517000,136.872000,141.259000,145.647000,148.001000,149.596000,151.959000,153.494000,156.392000,161.361000
11712,11712,hfa-girls-perc-who2007-exp(1).xlsx,121.621000,126.606000,129.514000,131.054000,133.425000,135.025000,137.387000,141.789000,146.191000,148.554000,150.153000,152.524000,154.064000,156.972000,161.958000
11713,11713,hfa-girls-perc-who2007-exp(1).xlsx,122.090000,127.091000,130.008000,131.552000,133.931000,135.535000,137.905000,142.321000,146.736000,149.106000,150.711000,153.089000,154.634000,157.551000,162.552000
11714,11714,hfa-girls-perc-who2007-exp(1).xlsx,122.560000,127.576000,130.502000,132.052000,134.437000,136.047000,138.424000,142.853000,147.283000,149.660000,151.269000,153.655000,155.205000,158.130000,163.147000
11715,11715,hfa-girls-perc-who2007-exp(1).xlsx,123.031000,128.063000,130.998000,132.552000,134.946000,136.560000,138.944000,143.387000,147.830000,150.215000,151.829000,154.222000,155.777000,158.712000,163.743000
11716,11716,hfa-girls-perc-who2007-exp(1).xlsx,123.504000,128.551000,131.495000,133.054000,135.454000,137.074000,139.466000,143.922000,148.379000,150.770000,152.390000,154.791000,156.349000,159.293000,164.341000
11717,11717,hfa-girls-perc-who2007-exp(1).xlsx,123.976000,129.039000,131.992000,133.556000,135.964000,137.588000,139.987000,144.458000,148.928000,151.327000,152.951000,155.359000,156.923000,159.876000,164.939000
11718,11718,hfa-girls-perc-who2007-exp(1).xlsx,124.454000,129.531000,132.492000,134.060000,136.475000,138.104000,140.510000,144.993000,149.476000,151.882000,153.511000,155.925000,157.494000,160.455000,165.532000
11719,11719,hfa-girls-perc-who2007-exp(1).xlsx,124.931000,130.022000,132.992000,134.565000,136.986000,138.620000,141.032000,145.528000,150.024000,152.436000,154.070000,156.491000,158.064000,161.034000,166.125000
11720,11720,hfa-girls-perc-who2007-exp(1).xlsx,125.408000,130.513000,133.491000,135.068000,137.497000,139.135000,141.554000,146.062000,150.570000,152.990000,154.628000,157.056000,158.633000,161.611000,166.717000
11721,11721,hfa-girls-perc-who2007-exp(1).xlsx,125.888000,131.007000,133.992000,135.573000,138.008000,139.650000,142.075000,146.595000,151.115000,153.540000,155.183000,157.617000,159.198000,162.184000,167.302000
11722,11722,hfa-girls-perc-who2007-exp(1).xlsx,126.362000,131.495000,134.489000,136.074000,138.515000,140.162000,142.594000,147.126000,151.658000,154.090000,155.737000,158.178000,159.764000,162.758000,167.890000
11723,11723,hfa-girls-perc-who2007-exp(1).xlsx,126.839000,131.984000,134.986000,136.575000,139.022000,140.673000,143.111000,147.655000,152.198000,154.636000,156.287000,158.735000,160.324000,163.325000,168.471000
11724,11724,hfa-girls-perc-who2007-exp(1).xlsx,127.313000,132.472000,135.480000,137.073000,139.527000,141.182000,143.626000,148.180000,152.735000,155.179000,156.834000,159.287000,160.881000,163.889000,169.047000
11725,11725,hfa-girls-perc-who2007-exp(1).xlsx,127.785000,132.955000,135.971000,137.568000,140.028000,141.687000,144.137000,148.702000,153.268000,155.718000,157.377000,159.836000,161.433000,164.449000,169.620000
11726,11726,hfa-girls-perc-who2007-exp(1).xlsx,128.257000,133.439000,136.461000,138.062000,140.526000,142.189000,144.644000,149.220000,153.795000,156.250000,157.913000,160.378000,161.978000,165.001000,170.182000
11727,11727,hfa-girls-perc-who2007-exp(1).xlsx,128.721000,133.915000,136.944000,138.548000,141.018000,142.685000,145.146000,149.732000,154.318000,156.779000,158.446000,160.916000,162.520000,165.550000,170.744000
11728,11728,hfa-girls-perc-who2007-exp(1).xlsx,129.184000,134.389000,137.425000,139.032000,141.507000,143.177000,145.643000,150.239000,154.835000,157.301000,158.971000,161.446000,163.053000,166.089000,171.294000
11729,11729,hfa-girls-perc-who2007-exp(1).xlsx,129.642000,134.857000,137.899000,139.510000,141.990000,143.664000,146.135000,150.739000,155.344000,157.815000,159.489000,161.969000,163.580000,166.621000,171.836000
11730,11730,hfa-girls-perc-who2007-exp(1).xlsx,130.095000,135.320000,138.368000,139.981000,142.467000,144.143000,146.619000,151.233000,155.846000,158.322000,159.999000,162.484000,164.098000,167.146000,172.371000
11731,11731,hfa-girls-perc-who2007-exp(1).xlsx,130.545000,135.779000,138.832000,140.448000,142.938000,144.617000,147.097000,151.718000,156.340000,158.819000,160.499000,162.988000,164.605000,167.657000,172.891000
11732,11732,hfa-girls-perc-who2007-exp(1).xlsx,130.984000,136.227000,139.285000,140.905000,143.399000,145.081000,147.565000,152.195000,156.825000,159.309000,160.992000,163.485000,165.105000,168.163000,173.406000
11733,11733,hfa-girls-perc-who2007-exp(1).xlsx,131.419000,136.671000,139.733000,141.355000,143.853000,145.538000,148.026000,152.663000,157.300000,159.788000,161.473000,163.970000,165.592000,168.655000,173.906000
11734,11734,hfa-girls-perc-who2007-exp(1).xlsx,131.842000,137.102000,140.170000,141.794000,144.296000,145.984000,148.476000,153.121000,157.765000,160.257000,161.945000,164.447000,166.071000,169.139000,174.399000
11735,11735,hfa-girls-perc-who2007-exp(1).xlsx,132.260000,137.527000,140.599000,142.226000,144.731000,146.421000,148.917000,153.568000,158.219000,160.714000,162.404000,164.909000,166.536000,169.608000,174.876000
11736,11736,hfa-girls-perc-who2007-exp(1).xlsx,132.669000,137.943000,141.019000,142.648000,145.156000,146.849000,149.347000,154.004000,158.661000,161.160000,162.852000,165.360000,166.989000,170.065000,175.339000
11737,11737,hfa-girls-perc-who2007-exp(1).xlsx,133.069000,138.349000,141.428000,143.059000,145.571000,147.265000,149.767000,154.429000,159.091000,161.593000,163.287000,165.799000,167.430000,170.509000,175.789000
11738,11738,hfa-girls-perc-who2007-exp(1).xlsx,133.463000,138.748000,141.830000,143.463000,145.976000,147.672000,150.176000,154.842000,159.509000,162.013000,163.709000,166.222000,167.854000,170.937000,176.222000
11739,11739,hfa-girls-perc-who2007-exp(1).xlsx,133.843000,139.133000,142.218000,143.852000,146.368000,148.066000,150.573000,155.244000,159.915000,162.421000,164.119000,166.635000,168.269000,171.355000,176.645000
11740,11740,hfa-girls-perc-who2007-exp(1).xlsx,134.212000,139.507000,142.596000,144.231000,146.749000,148.449000,150.958000,155.633000,160.308000,162.817000,164.517000,167.035000,168.670000,171.759000,177.054000
11741,11741,hfa-girls-perc-who2007-exp(1).xlsx,134.576000,139.874000,142.965000,144.601000,147.121000,148.821000,151.332000,156.010000,160.689000,163.199000,164.899000,167.419000,169.056000,172.146000,177.445000
11742,11742,hfa-girls-perc-who2007-exp(1).xlsx,134.924000,140.227000,143.319000,144.957000,147.479000,149.180000,151.693000,156.375000,161.057000,163.569000,165.271000,167.793000,169.430000,172.523000,177.826000
11743,11743,hfa-girls-perc-who2007-exp(1).xlsx,135.267000,140.571000,143.666000,145.304000,147.827000,149.529000,152.043000,156.727000,161.411000,163.924000,165.627000,168.150000,169.788000,172.882000,178.187000
11744,11744,hfa-girls-perc-who2007-exp(1).xlsx,135.599000,140.905000,144.001000,145.640000,148.164000,149.866000,152.381000,157.067000,161.752000,164.267000,165.970000,168.493000,170.133000,173.228000,178.535000
11745,11745,hfa-girls-perc-who2007-exp(1).xlsx,135.920000,141.228000,144.324000,145.964000,148.488000,150.191000,152.707000,157.394000,162.081000,164.596000,166.299000,168.824000,170.463000,173.559000,178.867000
11746,11746,hfa-girls-perc-who2007-exp(1).xlsx,136.226000,141.536000,144.633000,146.274000,148.799000,150.503000,153.019000,157.708000,162.397000,164.913000,166.617000,169.143000,170.783000,173.880000,179.191000
11747,11747,hfa-girls-perc-who2007-exp(1).xlsx,136.526000,141.836000,144.934000,146.574000,149.100000,150.804000,153.321000,158.010000,162.700000,165.216000,166.920000,169.446000,171.086000,174.184000,179.495000
11748,11748,hfa-girls-perc-who2007-exp(1).xlsx,136.815000,142.126000,145.223000,146.864000,149.390000,151.094000,153.610000,158.300000,162.989000,165.506000,167.210000,169.736000,171.376000,174.474000,179.785000
11749,11749,hfa-girls-perc-who2007-exp(1).xlsx,137.094000,142.404000,145.502000,147.142000,149.668000,151.372000,153.888000,158.577000,163.266000,165.782000,167.486000,170.012000,171.652000,174.750000,180.060000
11750,11750,hfa-girls-perc-who2007-exp(1).xlsx,137.362000,142.672000,145.769000,147.409000,149.935000,151.638000,154.154000,158.842000,163.531000,166.047000,167.750000,170.276000,171.916000,175.013000,180.323000
11751,11751,hfa-girls-perc-who2007-exp(1).xlsx,137.616000,142.926000,146.023000,147.663000,150.188000,151.892000,154.408000,159.096000,163.784000,166.300000,168.004000,170.529000,172.169000,175.266000,180.576000
11752,11752,hfa-girls-perc-who2007-exp(1).xlsx,137.865000,143.173000,146.269000,147.909000,150.433000,152.136000,154.651000,159.338000,164.025000,166.540000,168.243000,170.768000,172.407000,175.503000,180.811000
11753,11753,hfa-girls-perc-who2007-exp(1).xlsx,138.104000,143.410000,146.505000,148.144000,150.667000,152.370000,154.884000,159.569000,164.254000,166.768000,168.471000,170.994000,172.633000,175.728000,181.034000
11754,11754,hfa-girls-perc-who2007-exp(1).xlsx,138.334000,143.638000,146.731000,148.369000,150.891000,152.593000,155.106000,159.789000,164.472000,166.985000,168.687000,171.209000,172.847000,175.940000,181.244000
11755,11755,hfa-girls-perc-who2007-exp(1).xlsx,138.555000,143.855000,146.947000,148.584000,151.105000,152.806000,155.318000,159.998000,164.679000,167.190000,168.891000,171.412000,173.049000,176.141000,181.442000
11756,11756,hfa-girls-perc-who2007-exp(1).xlsx,138.762000,144.060000,147.151000,148.788000,151.308000,153.008000,155.518000,160.197000,164.876000,167.386000,169.087000,171.607000,173.243000,176.334000,181.633000
11757,11757,hfa-girls-perc-who2007-exp(1).xlsx,138.965000,144.260000,147.348000,148.984000,151.502000,153.201000,155.710000,160.386000,165.061000,167.570000,169.269000,171.788000,173.423000,176.512000,181.807000
11758,11758,hfa-girls-perc-who2007-exp(1).xlsx,139.159000,144.450000,147.537000,149.171000,151.687000,153.385000,155.892000,160.564000,165.236000,167.743000,169.441000,171.958000,173.592000,176.678000,181.970000
11759,11759,hfa-girls-perc-who2007-exp(1).xlsx,139.340000,144.628000,147.713000,149.346000,151.861000,153.558000,156.064000,160.733000,165.403000,167.908000,169.605000,172.120000,173.754000,176.838000,182.126000
11760,11760,hfa-girls-perc-who2007-exp(1).xlsx,139.518000,144.802000,147.884000,149.516000,152.028000,153.724000,156.227000,160.893000,165.558000,168.061000,169.757000,172.270000,173.902000,176.984000,182.267000
11761,11761,hfa-girls-perc-who2007-exp(1).xlsx,139.683000,144.963000,148.043000,149.674000,152.185000,153.879000,156.381000,161.043000,165.705000,168.207000,169.901000,172.412000,174.043000,177.123000,182.403000
11762,11762,hfa-girls-perc-who2007-exp(1).xlsx,139.846000,145.121000,148.197000,149.827000,152.335000,154.028000,156.527000,161.184000,165.842000,168.341000,170.034000,172.542000,174.172000,177.248000,182.523000
11763,11763,hfa-girls-perc-who2007-exp(1).xlsx,139.996000,145.267000,148.341000,149.969000,152.475000,154.167000,156.664000,161.318000,165.971000,168.469000,170.160000,172.666000,174.294000,177.368000,182.639000
11764,11764,hfa-girls-perc-who2007-exp(1).xlsx,140.140000,145.406000,148.477000,150.104000,152.608000,154.298000,156.793000,161.442000,166.092000,168.587000,170.277000,172.781000,174.408000,177.479000,182.745000
11765,11765,hfa-girls-perc-who2007-exp(1).xlsx,140.276000,145.537000,148.606000,150.231000,152.733000,154.421000,156.914000,161.560000,166.205000,168.698000,170.386000,172.888000,174.513000,177.582000,182.843000
11766,11766,hfa-girls-perc-who2007-exp(1).xlsx,140.411000,145.666000,148.731000,150.354000,152.853000,154.540000,157.029000,161.669000,166.309000,168.799000,170.485000,172.984000,174.607000,177.672000,182.927000
11767,11767,hfa-girls-perc-who2007-exp(1).xlsx,140.535000,145.785000,148.847000,150.468000,152.965000,154.649000,157.137000,161.772000,166.407000,168.894000,170.579000,173.075000,174.697000,177.759000,183.008000
11768,11768,hfa-girls-perc-who2007-exp(1).xlsx,140.653000,145.897000,148.956000,150.576000,153.070000,154.752000,157.237000,161.867000,166.498000,168.982000,170.665000,173.159000,174.779000,177.837000,183.081000
11769,11769,hfa-girls-perc-who2007-exp(1).xlsx,140.761000,146.000000,149.056000,150.675000,153.166000,154.848000,157.330000,161.956000,166.583000,169.065000,170.746000,173.238000,174.856000,177.912000,183.152000
11770,11770,hfa-girls-perc-who2007-exp(1).xlsx,140.868000,146.101000,149.154000,150.770000,153.259000,154.939000,157.418000,162.039000,166.660000,169.140000,170.819000,173.308000,174.925000,177.977000,183.211000
11771,11771,hfa-girls-perc-who2007-exp(1).xlsx,140.970000,146.197000,149.246000,150.861000,153.347000,155.024000,157.501000,162.116000,166.732000,169.209000,170.886000,173.372000,174.987000,178.035000,183.263000
11772,11772,hfa-girls-perc-who2007-exp(1).xlsx,141.067000,146.288000,149.334000,150.946000,153.429000,155.104000,157.578000,162.188000,166.798000,169.272000,170.947000,173.430000,175.042000,178.088000,183.309000
11773,11773,hfa-girls-perc-who2007-exp(1).xlsx,141.155000,146.371000,149.413000,151.024000,153.504000,155.178000,157.649000,162.254000,166.859000,169.331000,171.004000,173.485000,175.096000,178.138000,183.353000
11774,11774,hfa-girls-perc-who2007-exp(1).xlsx,141.244000,146.452000,149.491000,151.099000,153.577000,155.248000,157.716000,162.315000,166.915000,169.383000,171.054000,173.531000,175.140000,178.178000,183.387000
11775,11775,hfa-girls-perc-who2007-exp(1).xlsx,141.323000,146.526000,149.561000,151.168000,153.643000,155.312000,157.778000,162.372000,166.966000,169.432000,171.101000,173.576000,175.183000,178.218000,183.421000
11776,11776,hfa-girls-perc-who2007-exp(1).xlsx,141.398000,146.596000,149.627000,151.232000,153.704000,155.372000,157.835000,162.424000,167.013000,169.476000,171.143000,173.615000,175.221000,178.252000,183.450000
11777,11777,hfa-girls-perc-who2007-exp(1).xlsx,141.475000,146.665000,149.693000,151.296000,153.764000,155.430000,157.889000,162.472000,167.055000,169.514000,171.179000,173.648000,175.251000,178.278000,183.468000
11778,11778,hfa-girls-perc-who2007-exp(1).xlsx,141.543000,146.727000,149.751000,151.353000,153.818000,155.482000,157.938000,162.516000,167.093000,169.550000,171.213000,173.679000,175.280000,178.304000,183.488000
11779,11779,hfa-girls-perc-who2007-exp(1).xlsx,141.609000,146.787000,149.807000,151.406000,153.869000,155.530000,157.984000,162.556000,167.128000,169.582000,171.243000,173.706000,175.305000,178.325000,183.503000
11780,11780,hfa-girls-perc-who2007-exp(1).xlsx,141.671000,146.843000,149.860000,151.457000,153.917000,155.576000,158.027000,162.593000,167.160000,169.610000,171.270000,173.730000,175.327000,178.344000,183.515000
11781,11781,hfa-girls-perc-who2007-exp(1).xlsx,141.731000,146.897000,149.910000,151.505000,153.962000,155.619000,158.067000,162.628000,167.189000,169.636000,171.294000,173.750000,175.346000,178.358000,183.524000
11782,11782,hfa-girls-perc-who2007-exp(1).xlsx,141.789000,146.948000,149.957000,151.551000,154.004000,155.660000,158.104000,162.659000,167.215000,169.659000,171.315000,173.768000,175.362000,178.371000,183.530000
11783,11783,hfa-girls-perc-who2007-exp(1).xlsx,141.840000,146.994000,150.000000,151.592000,154.043000,155.696000,158.138000,162.689000,167.240000,169.682000,171.335000,173.786000,175.378000,178.384000,183.538000
11784,11784,hfa-girls-perc-who2007-exp(1).xlsx,141.894000,147.041000,150.044000,151.633000,154.081000,155.733000,158.172000,162.716000,167.261000,169.700000,171.352000,173.800000,175.389000,178.392000,183.539000
11785,11785,hfa-girls-perc-who2007-exp(1).xlsx,141.942000,147.084000,150.083000,151.671000,154.116000,155.766000,158.202000,162.742000,167.283000,169.719000,171.369000,173.814000,175.402000,178.401000,183.543000
11786,11786,hfa-girls-perc-who2007-exp(1).xlsx,141.994000,147.129000,150.124000,151.710000,154.152000,155.800000,158.233000,162.767000,167.301000,169.734000,171.382000,173.824000,175.410000,178.405000,183.540000
11787,11787,hfa-girls-perc-who2007-exp(1).xlsx,142.039000,147.169000,150.161000,151.745000,154.185000,155.831000,158.261000,162.790000,167.320000,169.750000,171.396000,173.836000,175.420000,178.412000,183.542000
11788,11788,hfa-girls-perc-who2007-exp(1).xlsx,142.089000,147.212000,150.200000,151.782000,154.218000,155.862000,158.289000,162.813000,167.336000,169.763000,171.407000,173.843000,175.426000,178.414000,183.536000
11789,11789,hfa-girls-perc-who2007-exp(1).xlsx,142.133000,147.250000,150.235000,151.815000,154.249000,155.891000,158.316000,162.834000,167.352000,169.777000,171.419000,173.853000,175.433000,178.418000,183.535000
11790,11790,hfa-girls-perc-who2007-exp(1).xlsx,142.176000,147.287000,150.269000,151.848000,154.279000,155.919000,158.341000,162.854000,167.368000,169.790000,171.430000,173.861000,175.440000,178.422000,183.533000
11791,11791,hfa-girls-perc-who2007-exp(1).xlsx,142.218000,147.324000,150.302000,151.880000,154.308000,155.946000,158.366000,162.874000,167.383000,169.802000,171.441000,173.869000,175.446000,178.424000,183.531000
11792,11792,hfa-girls-perc-who2007-exp(1).xlsx,142.260000,147.360000,150.335000,151.911000,154.337000,155.973000,158.390000,162.894000,167.397000,169.814000,171.450000,173.876000,175.452000,178.427000,183.527000
11793,11793,hfa-girls-perc-who2007-exp(1).xlsx,142.301000,147.396000,150.368000,151.941000,154.365000,155.999000,158.413000,162.912000,167.411000,169.825000,171.459000,173.883000,175.456000,178.428000,183.523000
11794,11794,hfa-girls-perc-who2007-exp(1).xlsx,142.342000,147.431000,150.400000,151.972000,154.392000,156.025000,158.436000,162.930000,167.424000,169.835000,171.468000,173.888000,175.460000,178.429000,183.518000
11795,11795,hfa-girls-perc-who2007-exp(1).xlsx,142.383000,147.466000,150.431000,152.001000,154.419000,156.050000,158.459000,162.948000,167.436000,169.845000,171.476000,173.894000,175.464000,178.429000,183.512000
11796,11796,hfa-girls-perc-who2007-exp(1).xlsx,142.418000,147.497000,150.460000,152.028000,154.444000,156.074000,158.480000,162.965000,167.450000,169.856000,171.486000,173.901000,175.470000,178.433000,183.512000
