id,id_ingrediente,id_nutriente,valor_por_100g
800,19,8,0.00000000
801,19,9,7.20000000
802,19,10,1.10000000
803,19,11,0.15000000
804,19,12,0.12000000
805,19,13,0.43000000
806,19,14,0.00000000
807,19,15,0.00000000
808,19,16,0.00000000
809,19,17,0.00000000
810,19,18,0.00000000
811,19,19,0.26000000
812,19,20,98.20000000
813,19,21,0.28000000
814,19,22,0.08000000
815,19,23,6.00000000
816,19,24,0.10000000
817,19,25,72.00000000
818,19,26,0.00000000
819,19,27,0.58000000
820,19,28,0.00000000
821,19,29,0.00000000
822,19,30,17.00000000
823,19,31,136.00000000
824,19,32,1.20000000
825,19,33,5.10000000
826,19,34,1.10000000
827,19,35,47.00000000
828,19,36,1.00000000
829,19,37,186.00000000
830,19,38,0.62000000
831,19,39,0.19000000
832,19,40,2.50000000
833,19,41,0.02000000
834,19,42,0.00000000
835,19,43,12.00000000
836,19,44,0.00000000
837,20,1,544.00000000
838,20,2,8.40000000
839,20,3,0.00000000
840,20,4,7.40000000
841,20,5,41.30000000
842,20,6,39.40000000
843,20,7,1.90000000
844,20,8,0.00000000
845,20,9,1.50000000
846,20,10,38.50000000
847,20,11,5.50000000
848,20,12,8.30000000
849,20,13,22.20000000
850,20,14,1.00000000
851,20,15,0.00000000
852,20,16,0.00000000
853,20,17,0.00000000
854,20,18,1.00000000
855,20,19,2.40000000
856,20,20,14.40000000
857,20,21,0.32000000
858,20,22,0.25000000
859,20,23,5.20000000
860,20,24,0.01900000
861,20,25,47.00000000
862,20,26,0.00000000
863,20,27,0.00000000
864,20,28,0.00000000
865,20,29,0.00000000
866,20,30,10.00000000
867,20,31,60.00000000
868,20,32,2.60000000
869,20,33,17.20000000
870,20,34,0.54000000
871,20,35,16.00000000
872,20,36,253.00000000
873,20,37,62.00000000
874,20,38,0.49000000
875,20,39,0.11000000
876,20,40,24.50000000
877,20,41,0.05000000
878,20,42,2.80000000
879,20,43,5.00000000
880,20,44,0.00000000
881,21,1,372.00000000
882,21,2,32.80000000
883,21,3,0.00000000
884,21,4,6.10000000
885,21,5,39.30000000
886,21,6,37.80000000
887,21,7,1.50000000
888,21,8,1.50000000
889,21,9,0.90000000
890,21,10,20.90000000
891,21,11,8.80000000
892,21,12,0.00000000
893,21,13,0.00000000
894,21,14,114.00000000
895,21,15,35.80000000
896,21,16,35.50000000
897,21,17,1.60000000
898,21,18,0.52000000
899,21,19,1.00000000
900,21,20,17.90000000
901,21,21,0.07000000
902,21,22,0.07900000
903,21,23,1.60000000
904,21,24,0.06400000
